2018-07-05 00:01:00;9.51459
2018-07-05 00:02:00;9.51422
2018-07-05 00:03:00;9.5141
2018-07-05 00:04:00;9.51404
2018-07-05 00:05:00;9.51402
2018-07-05 00:06:00;9.51402
2018-07-05 00:07:00;9.51415
2018-07-05 00:09:00;9.51418
2018-07-05 00:10:00;9.51431
2018-07-05 00:11:00;9.51433
2018-07-05 00:12:00;9.51433
2018-07-05 00:13:00;9.51442
2018-07-05 00:14:00;9.51435
2018-07-05 00:15:00;9.5144
2018-07-05 00:16:00;9.51437
2018-07-05 00:17:00;9.5144
2018-07-05 00:18:00;9.51447
2018-07-05 00:19:00;9.51452
2018-07-05 00:20:00;9.51459
2018-07-05 00:21:00;9.51455
2018-07-05 00:22:00;9.51449
2018-07-05 00:23:00;9.51446
2018-07-05 00:24:00;9.51444
2018-07-05 00:25:00;9.51442
2018-07-05 00:26:00;9.51446
2018-07-05 00:27:00;9.5145
2018-07-05 00:28:00;9.51452
2018-07-05 00:29:00;9.51452
2018-07-05 00:30:00;9.5145
2018-07-05 00:31:00;9.51451
2018-07-05 00:32:00;9.51448
2018-07-05 00:33:00;9.51444
2018-07-05 00:34:00;9.51445
2018-07-05 00:35:00;9.51448
2018-07-05 00:36:00;9.5145
2018-07-05 00:37:00;9.51452
2018-07-05 00:38:00;9.5145
2018-07-05 00:39:00;9.51449
2018-07-05 00:40:00;9.51451
2018-07-05 00:41:00;9.51451
2018-07-05 00:42:00;9.51452
2018-07-05 00:43:00;9.51454
2018-07-05 00:44:00;9.51454
2018-07-05 00:45:00;9.51456
2018-07-05 00:46:00;9.51457
2018-07-05 00:47:00;9.51456
2018-07-05 00:48:00;9.51457
2018-07-05 00:49:00;9.51458
2018-07-05 00:50:00;9.5146
2018-07-05 00:51:00;9.51461
2018-07-05 00:52:00;9.51462
2018-07-05 00:53:00;9.51463
2018-07-05 00:54:00;9.51461
2018-07-05 00:55:00;9.5146
2018-07-05 00:56:00;9.51458
2018-07-05 00:57:00;9.51458
2018-07-05 00:58:00;9.51459
2018-07-05 00:59:00;9.51458
2018-07-05 01:00:00;9.51458
2018-07-05 01:01:00;9.51457
2018-07-05 01:02:00;9.51458
2018-07-05 01:03:00;9.51457
2018-07-05 01:04:00;9.51459
2018-07-05 01:05:00;9.51458
2018-07-05 01:06:00;9.51458
2018-07-05 01:07:00;9.51458
2018-07-05 01:08:00;9.51458
2018-07-05 01:09:00;9.51458
2018-07-05 01:10:00;9.51459
2018-07-05 01:11:00;9.51459
2018-07-05 01:12:00;9.51458
2018-07-05 01:13:00;9.51459
2018-07-05 01:14:00;9.51459
2018-07-05 01:15:00;9.5146
2018-07-05 01:16:00;9.5146
2018-07-05 01:17:00;9.51458
2018-07-05 01:18:00;9.51457
2018-07-05 01:19:00;9.51458
2018-07-05 01:20:00;9.51459
2018-07-05 01:21:00;9.51458
2018-07-05 01:22:00;9.51457
2018-07-05 01:23:00;9.51457
2018-07-05 01:24:00;9.51457
2018-07-05 01:25:00;9.51457
2018-07-05 01:26:00;9.51457
2018-07-05 01:27:00;9.51458
2018-07-05 01:28:00;9.51458
2018-07-05 01:29:00;9.51459
2018-07-05 01:30:00;9.51459
2018-07-05 01:31:00;9.51459
2018-07-05 01:32:00;9.51459
2018-07-05 01:33:00;9.5146
2018-07-05 01:34:00;9.51461
2018-07-05 01:35:00;9.51461
2018-07-05 01:36:00;9.51461
2018-07-05 01:37:00;9.51462
2018-07-05 01:38:00;9.51462
2018-07-05 01:39:00;9.51462
2018-07-05 01:40:00;9.51463
2018-07-05 01:41:00;9.51462
2018-07-05 01:42:00;9.51461
2018-07-05 01:43:00;9.51462
2018-07-05 01:44:00;9.51463
2018-07-05 01:45:00;9.51463
2018-07-05 01:46:00;9.51464
2018-07-05 01:47:00;9.51463
2018-07-05 01:48:00;9.51463
2018-07-05 01:49:00;9.51464
2018-07-05 01:50:00;9.51464
2018-07-05 01:51:00;9.51464
2018-07-05 01:52:00;9.51464
2018-07-05 01:53:00;9.51464
2018-07-05 01:54:00;9.51464
2018-07-05 01:55:00;9.51463
2018-07-05 01:56:00;9.51463
2018-07-05 01:57:00;9.51463
2018-07-05 01:58:00;9.51463
2018-07-05 01:59:00;9.51462
2018-07-05 02:00:00;9.51462
2018-07-05 02:01:00;9.51462
2018-07-05 02:02:00;9.51462
2018-07-05 02:03:00;9.51462
2018-07-05 02:04:00;9.51463
2018-07-05 02:05:00;9.51463
2018-07-05 02:06:00;9.51463
2018-07-05 02:07:00;9.51463
2018-07-05 02:08:00;9.51463
2018-07-05 02:09:00;9.51463
2018-07-05 02:10:00;9.51464
2018-07-05 02:11:00;9.51464
2018-07-05 02:12:00;9.51465
2018-07-05 02:13:00;9.51464
2018-07-05 02:14:00;9.51465
2018-07-05 02:15:00;9.51464
2018-07-05 02:16:00;9.51465
2018-07-05 02:17:00;9.51465
2018-07-05 02:18:00;9.51465
2018-07-05 02:19:00;9.51466
2018-07-05 02:20:00;9.51465
2018-07-05 02:21:00;9.51465
2018-07-05 02:22:00;9.51465
2018-07-05 02:23:00;9.51466
2018-07-05 02:24:00;9.51465
2018-07-05 02:25:00;9.51466
2018-07-05 02:26:00;9.51466
2018-07-05 02:27:00;9.51466
2018-07-05 02:28:00;9.51466
2018-07-05 02:29:00;9.51467
2018-07-05 02:30:00;9.51466
2018-07-05 02:31:00;9.51466
2018-07-05 02:32:00;9.51466
2018-07-05 02:33:00;9.51466
2018-07-05 02:34:00;9.51465
2018-07-05 02:35:00;9.51466
2018-07-05 02:36:00;9.51467
2018-07-05 02:37:00;9.51467
2018-07-05 02:38:00;9.51467
2018-07-05 02:39:00;9.51467
2018-07-05 02:40:00;9.51467
2018-07-05 02:41:00;9.51467
2018-07-05 02:42:00;9.51468
2018-07-05 02:43:00;9.51467
2018-07-05 02:44:00;9.51467
2018-07-05 02:45:00;9.51468
2018-07-05 02:46:00;9.51468
2018-07-05 02:51:00;9.51468
2018-07-05 02:52:00;9.51468
2018-07-05 02:53:00;9.51468
2018-07-05 02:54:00;9.51467
2018-07-05 02:55:00;9.51467
2018-07-05 02:56:00;9.51467
2018-07-05 02:57:00;9.51468
2018-07-05 02:58:00;9.51467
2018-07-05 02:59:00;9.51468
2018-07-05 03:00:00;9.51469
2018-07-05 03:01:00;9.51469
2018-07-05 03:02:00;9.5147
2018-07-05 03:03:00;9.5147
2018-07-05 03:04:00;9.5147
2018-07-05 03:05:00;9.5147
2018-07-05 03:06:00;9.51471
2018-07-05 03:07:00;9.51472
2018-07-05 03:08:00;9.51473
2018-07-05 03:09:00;9.51473
2018-07-05 03:10:00;9.51473
2018-07-05 03:11:00;9.51473
2018-07-05 03:12:00;9.51473
2018-07-05 03:13:00;9.51473
2018-07-05 03:14:00;9.51473
2018-07-05 03:15:00;9.51474
2018-07-05 03:16:00;9.51475
2018-07-05 03:17:00;9.51475
2018-07-05 03:18:00;9.51475
2018-07-05 03:19:00;9.51476
2018-07-05 03:20:00;9.51476
2018-07-05 03:21:00;9.51476
2018-07-05 03:22:00;9.51476
2018-07-05 03:23:00;9.51477
2018-07-05 03:24:00;9.51478
2018-07-05 03:25:00;9.51478
